nlive,niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logfeh_std,logdust,logNpix,tau
2.0000e+03,1.0600e+02,4.0000e+00,2.4537e+01,-1.0987e+06,-1.0987e+06,-3.5275e-01,-inf,1.4987e-01,6.7497e+00,inf,8.6413e+03,2.5362e-01,7.6441e-01,-1.7534e+00,3.4861e+00,1.7219e+00
2.0000e+03,1.0700e+02,3.0000e+00,2.4598e+01,-1.0985e+06,-1.0985e+06,-3.5607e-01,-inf,1.4991e-01,6.7530e+00,inf,8.7002e+03,-1.3329e+00,7.8476e-01,-1.4815e+00,2.9831e+00,6.0425e+00
2.0000e+03,1.0800e+02,1.0000e+00,2.4771e+01,-1.0983e+06,-1.0983e+06,-3.5940e-01,-inf,1.4995e-01,6.7565e+00,inf,8.7165e+03,-5.2529e-01,3.4007e-01,-1.2900e+00,3.2606e+00,3.1647e+00
2.0000e+03,1.0900e+02,1.0000e+00,2.4943e+01,-1.0981e+06,-1.0981e+06,-3.6273e-01,-inf,1.4998e-01,6.7597e+00,inf,8.7376e+03,-1.0893e+00,8.9486e-01,-1.1084e+00,3.1327e+00,3.9583e+00
2.0000e+03,1.1000e+02,1.0000e+00,2.5114e+01,-1.0979e+06,-1.0979e+06,-3.6606e-01,-inf,1.5002e-01,6.7629e+00,inf,8.7587e+03,3.1514e-01,1.0941e-01,-2.1529e+00,3.5174e+00,3.4820e+00
2.0000e+03,1.1100e+02,1.0000e+00,2.5285e+01,-1.0973e+06,-1.0973e+06,-3.6938e-01,-inf,1.5006e-01,6.7664e+00,inf,8.7750e+03,4.8016e-01,1.7262e-01,-1.3530e+00,3.5996e+00,2.9712e+00
2.0000e+03,1.1200e+02,2.0000e+00,2.5397e+01,-1.0972e+06,-1.0972e+06,-3.7271e-01,-inf,1.5009e-01,6.7696e+00,inf,8.8175e+03,-6.2742e-01,2.8223e-01,-1.6122e+00,3.2264e+00,1.7681e+00
2.0000e+03,1.1300e+02,1.0000e+00,2.5566e+01,-1.0971e+06,-1.0971e+06,-3.7604e-01,-inf,1.5013e-01,6.7729e+00,inf,8.8385e+03,-3.3458e-02,1.5897e-01,-8.6898e-01,3.5793e+00,1.2529e+00
2.0000e+03,1.1400e+02,2.0000e+00,2.5676e+01,-1.0967e+06,-1.0967e+06,-3.7937e-01,-inf,1.5017e-01,6.7763e+00,inf,8.8809e+03,3.4590e-01,7.4822e-01,-2.2481e+00,3.1573e+00,5.9240e+00
2.0000e+03,1.1500e+02,2.0000e+00,2.5785e+01,-1.0966e+06,-1.0966e+06,-3.8270e-01,-inf,1.5020e-01,6.7796e+00,inf,8.9185e+03,-7.8437e-01,5.5090e-01,-1.1331e+00,3.1381e+00,3.9620e+00
2.0000e+03,1.1600e+02,2.0000e+00,2.5893e+01,-1.0964e+06,-1.0965e+06,-3.8602e-01,-inf,1.5024e-01,6.7831e+00,inf,8.9608e+03,-5.2215e-01,7.1722e-01,-1.9368e+00,3.0301e+00,4.9659e+00
2.0000e+03,1.1700e+02,2.0000e+00,2.6000e+01,-1.0964e+06,-1.0964e+06,-3.8935e-01,-inf,1.5027e-01,6.7853e+00,inf,9.0032e+03,3.4524e-01,2.5311e-01,-1.0632e+00,3.6094e+00,2.0345e+00
2.0000e+03,1.1800e+02,3.0000e+00,2.6049e+01,-1.0964e+06,-1.0964e+06,-3.9268e-01,-inf,1.5031e-01,6.7895e+00,inf,9.0621e+03,1.7681e-01,9.1736e-01,-1.3108e+00,3.3205e+00,3.7528e+00
2.0000e+03,1.1900e+02,1.0000e+00,2.6211e+01,-1.0962e+06,-1.0962e+06,-3.9601e-01,-inf,1.5035e-01,6.7930e+00,inf,9.0832e+03,-7.3227e-01,4.4015e-01,-1.6481e+00,3.1207e+00,2.9534e+00
2.0000e+03,1.2000e+02,3.0000e+00,2.6258e+01,-1.0960e+06,-1.0960e+06,-3.9933e-01,-inf,1.5039e-01,6.7962e+00,inf,9.1423e+03,-1.4919e+00,8.0613e-01,-1.3790e+00,2.9816e+00,5.1746e+00
2.0000e+03,1.2100e+02,1.0000e+00,2.6419e+01,-1.0958e+06,-1.0958e+06,-4.0266e-01,-inf,1.5042e-01,6.7995e+00,inf,9.1634e+03,-1.4922e+00,2.6586e-01,-6.4407e-01,3.0595e+00,7.5184e+00
2.0000e+03,1.2200e+02,1.0000e+00,2.6580e+01,-1.0953e+06,-1.0953e+06,-4.0599e-01,-inf,1.5046e-01,6.8029e+00,inf,9.1844e+03,-9.0272e-01,8.7545e-01,-6.8839e-01,3.3057e+00,3.0899e+00
2.0000e+03,1.2300e+02,1.0000e+00,2.6739e+01,-1.0952e+06,-1.0952e+06,-4.0932e-01,-inf,1.5050e-01,6.8062e+00,inf,9.2008e+03,-1.4848e+00,9.0670e-01,-5.0489e-01,3.4180e+00,1.2413e+00
2.0000e+03,1.2400e+02,1.0000e+00,2.6898e+01,-1.0944e+06,-1.0944e+06,-4.1265e-01,-inf,1.5054e-01,6.8097e+00,inf,9.2220e+03,1.0685e-01,3.9660e-01,-1.7464e+00,3.0612e+00,6.6580e+00
2.0000e+03,1.2500e+02,1.0000e+00,2.7056e+01,-1.0943e+06,-1.0943e+06,-4.1597e-01,-inf,1.5057e-01,6.8129e+00,inf,9.2383e+03,-2.1824e-01,2.1358e-01,-2.1571e+00,3.2113e+00,2.0162e+00
2.0000e+03,1.2600e+02,1.0000e+00,2.7214e+01,-1.0938e+06,-1.0938e+06,-4.1930e-01,-inf,1.5061e-01,6.8161e+00,inf,9.2546e+03,2.4357e-01,2.5906e-01,-1.7587e+00,3.2788e+00,3.4495e+00
2.0000e+03,1.2700e+02,2.0000e+00,2.7312e+01,-1.0934e+06,-1.0934e+06,-4.2263e-01,-inf,1.5065e-01,6.8196e+00,inf,9.2969e+03,-6.1534e-01,4.4260e-01,-8.3480e-01,3.1359e+00,3.8400e+00
2.0000e+03,1.2800e+02,1.0000e+00,2.7468e+01,-1.0932e+06,-1.0932e+06,-4.2596e-01,-inf,1.5068e-01,6.8228e+00,inf,9.3132e+03,-1.5434e-01,1.7872e-01,-7.2607e-01,3.3474e+00,3.5384e+00
2.0000e+03,1.2900e+02,3.0000e+00,2.7505e+01,-1.0922e+06,-1.0922e+06,-4.2928e-01,-inf,1.5072e-01,6.8263e+00,inf,9.3721e+03,1.0125e-01,9.6305e-01,-1.7282e+00,3.1975e+00,2.0282e+00
2.0000e+03,1.3000e+02,1.0000e+00,2.7660e+01,-1.0918e+06,-1.0918e+06,-4.3261e-01,-inf,1.5076e-01,6.8296e+00,inf,9.3932e+03,-2.5445e-01,5.4431e-01,-8.1892e-01,3.1363e+00,4.5513e+00
2.0000e+03,1.3100e+02,1.0000e+00,2.7813e+01,-1.0913e+06,-1.0913e+06,-4.3594e-01,-inf,1.5079e-01,6.8328e+00,inf,9.4144e+03,4.8191e-01,1.0540e-01,-1.8295e+00,3.3678e+00,1.7881e+00
2.0000e+03,1.3200e+02,1.0000e+00,2.7966e+01,-1.0891e+06,-1.0891e+06,-4.3927e-01,-inf,1.5083e-01,6.8363e+00,inf,9.4355e+03,-1.3866e+00,1.9295e-01,-1.5294e+00,3.0240e+00,1.7272e+00
2.0000e+03,1.3300e+02,3.0000e+00,2.8000e+01,-1.0881e+06,-1.0881e+06,-4.4260e-01,-inf,1.5087e-01,6.8395e+00,inf,9.4895e+03,-1.7583e-01,4.1266e-01,-2.2429e+00,3.0439e+00,4.1303e+00
2.0000e+03,1.3400e+02,1.0000e+00,2.8151e+01,-1.0859e+06,-1.0859e+06,-4.4592e-01,-inf,1.5090e-01,6.8427e+00,inf,9.5107e+03,-8.4359e-02,3.9469e-01,-1.6494e+00,3.1143e+00,2.2726e+00
2.0000e+03,1.3500e+02,2.0000e+00,2.8243e+01,-1.0811e+06,-1.0811e+06,-4.4925e-01,-inf,1.5094e-01,6.8462e+00,inf,9.5482e+03,-1.3908e+00,5.4111e-01,-2.1386e+00,2.8928e+00,5.4099e+00
2.0000e+03,1.3600e+02,2.0000e+00,2.8333e+01,-1.0779e+06,-1.0779e+06,-4.5258e-01,-inf,1.5098e-01,6.8494e+00,inf,9.5907e+03,-1.4547e+00,2.9154e-01,-1.0475e+00,3.0197e+00,1.3072e+00
2.0000e+03,1.3700e+02,1.0000e+00,2.8482e+01,-1.0776e+06,-1.0776e+06,-4.5591e-01,-inf,1.5101e-01,6.8529e+00,inf,9.6117e+03,-1.1444e+00,2.9482e-01,-1.0512e+00,2.8945e+00,7.3563e+00
2.0000e+03,1.3800e+02,1.0000e+00,2.8631e+01,-1.0767e+06,-1.0767e+06,-4.5924e-01,-inf,1.5105e-01,6.8562e+00,inf,9.6280e+03,4.3468e-01,1.6079e-01,-1.8648e+00,3.0906e+00,6.1221e+00
2.0000e+03,1.3900e+02,1.0000e+00,2.8778e+01,-1.0747e+06,-1.0747e+06,-4.6256e-01,-inf,1.5108e-01,6.8594e+00,inf,9.6492e+03,-8.1676e-01,8.3017e-01,-7.5458e-01,2.9980e+00,5.7103e+00
2.0000e+03,1.4000e+02,1.0000e+00,2.8926e+01,-1.0743e+06,-1.0743e+06,-4.6589e-01,-inf,1.5112e-01,6.8629e+00,inf,9.6703e+03,-1.3023e+00,3.7622e-01,-1.8825e+00,2.9206e+00,3.6727e+00
2.0000e+03,1.4100e+02,2.0000e+00,2.9012e+01,-1.0680e+06,-1.0680e+06,-4.6922e-01,-inf,1.5116e-01,6.8661e+00,inf,9.7079e+03,4.6092e-01,2.2998e-01,-6.9357e-01,3.2377e+00,3.7877e+00
2.0000e+03,1.4200e+02,1.0000e+00,2.9158e+01,-1.0676e+06,-1.0676e+06,-4.7255e-01,-inf,1.5120e-01,6.8696e+00,inf,9.7290e+03,7.1381e-02,8.7541e-01,-1.6412e+00,3.0563e+00,3.1181e+00
2.0000e+03,1.4300e+02,1.0000e+00,2.9303e+01,-1.0629e+06,-1.0629e+06,-4.7587e-01,-inf,1.5123e-01,6.8728e+00,inf,9.7500e+03,-5.5445e-01,5.6988e-01,-2.1956e+00,2.9627e+00,2.0435e+00
2.0000e+03,1.4400e+02,1.0000e+00,2.9448e+01,-1.0622e+06,-1.0622e+06,-4.7920e-01,-inf,1.5127e-01,6.8760e+00,inf,9.7711e+03,-1.3161e+00,1.4842e-01,-7.7441e-01,2.8899e+00,7.9572e+00
2.0000e+03,1.4500e+02,1.0000e+00,2.9592e+01,-1.0560e+06,-1.0560e+06,-4.8253e-01,-inf,1.5131e-01,6.8795e+00,inf,9.7921e+03,-3.7051e-01,3.6503e-01,-1.2320e+00,2.9297e+00,5.4200e+00
2.0000e+03,1.4600e+02,1.0000e+00,2.9735e+01,-1.0560e+06,-1.0560e+06,-4.8586e-01,-inf,1.5128e-01,6.8767e+00,inf,9.8134e+03,-4.1835e-01,2.8430e-01,-2.0424e+00,2.9600e+00,1.1570e+00
2.0000e+03,1.4700e+02,1.0000e+00,2.9878e+01,-1.0508e+06,-1.0508e+06,-4.8919e-01,-inf,1.5138e-01,6.8860e+00,inf,9.8346e+03,-1.1025e+00,4.9956e-01,-6.5047e-01,3.0143e+00,1.6522e+00
2.0000e+03,1.4800e+02,2.0000e+00,2.9960e+01,-1.0454e+06,-1.0454e+06,-4.9251e-01,-inf,1.5142e-01,6.8895e+00,inf,9.8721e+03,-4.9624e-01,4.0014e-01,-2.2892e+00,2.9224e+00,2.2118e+00
2.0000e+03,1.4900e+02,1.0000e+00,3.0101e+01,-1.0422e+06,-1.0422e+06,-4.9584e-01,-inf,1.5145e-01,6.8928e+00,inf,9.8932e+03,-1.3886e+00,1.6104e-01,-2.2966e+00,2.8501e+00,2.6165e+00
2.0000e+03,1.5000e+02,1.0000e+00,3.0242e+01,-1.0400e+06,-1.0400e+06,-4.9917e-01,-inf,1.5149e-01,6.8961e+00,inf,9.9143e+03,-2.3450e-01,3.9939e-01,-2.1776e+00,2.9223e+00,4.1019e+00
2.0000e+03,1.5100e+02,1.0000e+00,3.0382e+01,-1.0384e+06,-1.0384e+06,-5.0250e-01,-inf,1.5152e-01,6.8994e+00,inf,9.9354e+03,-1.2003e+00,7.7146e-01,-8.3799e-01,2.9012e+00,4.5065e+00
2.0000e+03,1.5200e+02,1.0000e+00,3.0522e+01,-1.0383e+06,-1.0383e+06,-5.0582e-01,-inf,1.5156e-01,6.9028e+00,inf,9.9564e+03,3.3032e-01,3.7666e-01,-1.9032e+00,2.9778e+00,5.7611e+00
2.0000e+03,1.5300e+02,1.0000e+00,3.0661e+01,-1.0356e+06,-1.0356e+06,-5.0915e-01,-inf,1.5160e-01,6.9061e+00,inf,9.9776e+03,-6.7705e-01,2.9184e-01,-1.9111e+00,2.8688e+00,2.9857e+00
2.0000e+03,1.5400e+02,2.0000e+00,3.0739e+01,-1.0347e+06,-1.0347e+06,-5.1248e-01,-inf,1.5163e-01,6.9094e+00,inf,1.0015e+04,-9.1318e-01,1.5073e-01,-6.3092e-01,2.9463e+00,3.7647e+00
2.0000e+03,1.5500e+02,3.0000e+00,3.0754e+01,-1.0335e+06,-1.0335e+06,-5.1581e-01,-inf,1.5167e-01,6.9127e+00,inf,1.0074e+04,2.7979e-01,2.5162e-01,-7.3287e-01,3.1083e+00,4.3769e+00
2.0000e+03,1.5600e+02,1.0000e+00,3.0891e+01,-1.0258e+06,-1.0258e+06,-5.1914e-01,-inf,1.5171e-01,6.9161e+00,inf,1.0090e+04,-5.1007e-01,8.2889e-01,-5.9087e-01,2.9124e+00,8.2868e+00
2.0000e+03,1.5700e+02,5.0000e+00,3.0784e+01,-1.0246e+06,-1.0246e+06,-5.2246e-01,-inf,1.5174e-01,6.9194e+00,inf,1.0187e+04,-1.3055e+00,3.7082e-01,-2.3795e+00,2.7495e+00,6.7953e+00
2.0000e+03,1.5800e+02,1.0000e+00,3.0920e+01,-1.0198e+06,-1.0198e+06,-5.2579e-01,-inf,1.5178e-01,6.9227e+00,inf,1.0208e+04,-1.4956e+00,1.3777e-01,-2.2164e+00,2.7947e+00,1.8517e+00
2.0000e+03,1.5900e+02,1.0000e+00,3.1055e+01,-1.0196e+06,-1.0196e+06,-5.2912e-01,-inf,1.5182e-01,6.9260e+00,inf,1.0229e+04,-7.9686e-01,4.9865e-01,-1.3410e+00,2.8527e+00,2.4169e+00
2.0000e+03,1.6000e+02,1.0000e+00,3.1189e+01,-1.0195e+06,-1.0195e+06,-5.3245e-01,-inf,1.5185e-01,6.9294e+00,inf,1.0245e+04,-1.3945e+00,1.3841e-01,-1.4421e+00,2.8101e+00,1.6580e+00
2.0000e+03,1.6100e+02,2.0000e+00,3.1262e+01,-1.0143e+06,-1.0143e+06,-5.3577e-01,-inf,1.5189e-01,6.9327e+00,inf,1.0288e+04,3.9976e-01,8.8548e-01,-1.7559e+00,2.9376e+00,4.4615e+00
2.0000e+03,1.6200e+02,1.0000e+00,3.1395e+01,-1.0138e+06,-1.0138e+06,-5.3910e-01,-inf,1.5193e-01,6.9360e+00,9.9668e+05,1.0309e+04,-2.6772e-01,2.9736e-01,-7.5495e-01,2.9436e+00,4.7840e+00
2.0000e+03,1.6300e+02,2.0000e+00,3.1467e+01,-1.0133e+06,-1.0133e+06,-5.4243e-01,-inf,1.5196e-01,6.9393e+00,9.9618e+05,1.0351e+04,-1.3994e+00,2.0946e-01,-1.4874e+00,2.7923e+00,3.1930e+00
2.0000e+03,1.6400e+02,3.0000e+00,3.1478e+01,-1.0115e+06,-1.0115e+06,-5.4576e-01,-inf,1.5200e-01,6.9427e+00,9.9571e+05,1.0415e+04,-8.3999e-01,6.4601e-01,-8.5568e-01,2.8839e+00,1.9434e+00
2.0000e+03,1.6500e+02,7.0000e+00,3.1250e+01,-1.0064e+06,-1.0064e+06,-5.4909e-01,-inf,1.5204e-01,6.9460e+00,9.9388e+05,1.0559e+04,-6.2621e-01,6.5093e-01,-6.6360e-01,2.8772e+00,6.6480e+00
2.0000e+03,1.6600e+02,1.0000e+00,3.1380e+01,-1.0029e+06,-1.0029e+06,-5.5241e-01,-inf,1.5207e-01,6.9494e+00,9.8885e+05,1.0575e+04,-1.3679e+00,7.0211e-01,-1.8090e+00,2.7752e+00,2.8324e+00
2.0000e+03,1.6700e+02,1.0000e+00,3.1509e+01,-9.9929e+05,-9.9930e+05,-5.5574e-01,-9.9930e+05,1.5211e-01,6.9526e+00,9.8534e+05,1.0596e+04,-4.4655e-01,6.6675e-01,-7.3697e-01,2.9234e+00,1.1815e+00
2.0000e+03,1.6800e+02,1.0000e+00,3.1638e+01,-9.9557e+05,-9.9558e+05,-5.5907e-01,-9.9558e+05,1.5214e-01,6.9560e+00,9.8171e+05,1.0617e+04,6.4956e-02,7.8544e-01,-6.7119e-01,2.9759e+00,5.5469e+00
2.0000e+03,1.6900e+02,8.0000e+00,3.1354e+01,-9.9502e+05,-9.9503e+05,-5.6240e-01,-9.9503e+05,1.5218e-01,6.9593e+00,9.7799e+05,1.0777e+04,3.2850e-01,4.7117e-01,-2.0993e+00,2.9307e+00,4.1989e+00
2.0000e+03,1.7000e+02,2.0000e+00,3.1423e+01,-9.9033e+05,-9.9033e+05,-5.6572e-01,-9.9033e+05,1.5222e-01,6.9627e+00,9.7744e+05,1.0819e+04,-1.0954e+00,7.5374e-01,-1.3574e+00,2.7518e+00,4.6538e+00
2.0000e+03,1.7100e+02,3.0000e+00,3.1434e+01,-9.8877e+05,-9.8877e+05,-5.6905e-01,-9.8877e+05,1.5225e-01,6.9659e+00,9.7275e+05,1.0878e+04,-1.4338e+00,6.1255e-01,-2.2050e+00,2.7402e+00,1.6679e+00
2.0000e+03,1.7200e+02,1.0000e+00,3.1560e+01,-9.8249e+05,-9.8250e+05,-5.7238e-01,-9.8250e+05,1.5229e-01,6.9693e+00,9.7119e+05,1.0894e+04,-6.6446e-01,2.1702e-01,-1.1980e+00,2.7637e+00,3.0379e+00
2.0000e+03,1.7300e+02,1.0000e+00,3.1685e+01,-9.8135e+05,-9.8136e+05,-5.7571e-01,-9.8136e+05,1.5233e-01,6.9726e+00,9.6491e+05,1.0915e+04,-1.0224e+00,8.4722e-01,-1.0105e+00,2.7594e+00,4.9429e+00
2.0000e+03,1.7400e+02,2.0000e+00,3.1752e+01,-9.7947e+05,-9.7948e+05,-5.7904e-01,-9.7948e+05,1.5236e-01,6.9760e+00,9.6377e+05,1.0958e+04,-1.1080e+00,1.3486e-01,-1.2683e+00,2.6939e+00,1.8658e+00
2.0000e+03,1.7500e+02,1.0000e+00,3.1876e+01,-9.7394e+05,-9.7395e+05,-5.8236e-01,-9.7395e+05,1.5240e-01,6.9792e+00,9.6189e+05,1.0979e+04,3.3117e-01,2.5994e-01,-5.3579e-01,2.9632e+00,2.1361e+00
2.0000e+03,1.7600e+02,1.0000e+00,3.2000e+01,-9.6887e+05,-9.6888e+05,-5.8569e-01,-9.6888e+05,1.5244e-01,6.9826e+00,9.5636e+05,1.1000e+04,-9.2824e-01,9.8807e-01,-1.6364e+00,2.7227e+00,5.2179e+00
2.0000e+03,1.7700e+02,2.0000e+00,3.2065e+01,-9.6672e+05,-9.6673e+05,-5.8902e-01,-9.6673e+05,1.5247e-01,6.9859e+00,9.5129e+05,1.1042e+04,-1.8225e-01,2.6494e-01,-9.0518e-01,2.8371e+00,5.4452e+00
2.0000e+03,1.7800e+02,2.0000e+00,3.2130e+01,-9.5929e+05,-9.5930e+05,-5.9235e-01,-9.5930e+05,1.5251e-01,6.9893e+00,9.4914e+05,1.1084e+04,1.5362e-01,4.3842e-01,-1.2816e+00,2.8601e+00,4.5320e+00
2.0000e+03,1.7900e+02,2.0000e+00,3.2194e+01,-9.5801e+05,-9.5801e+05,-5.9567e-01,-9.5801e+05,1.5255e-01,6.9927e+00,9.4171e+05,1.1127e+04,3.4336e-01,6.2371e-01,-1.0578e+00,2.8515e+00,7.0738e+00
2.0000e+03,1.8000e+02,2.0000e+00,3.2258e+01,-9.5346e+05,-9.5347e+05,-5.9900e-01,-9.5347e+05,1.5258e-01,6.9959e+00,9.4043e+05,1.1159e+04,-6.8079e-01,1.0514e-01,-5.9197e-01,2.8158e+00,1.0524e+00
2.0000e+03,1.8100e+02,2.0000e+00,3.2321e+01,-9.5318e+05,-9.5319e+05,-6.0233e-01,-9.5319e+05,1.5262e-01,6.9993e+00,9.3588e+05,1.1202e+04,3.8924e-01,6.2144e-01,-2.1265e+00,2.7895e+00,8.4701e+00
2.0000e+03,1.8200e+02,1.0000e+00,3.2442e+01,-9.5276e+05,-9.5277e+05,-6.0566e-01,-9.5277e+05,1.5265e-01,7.0026e+00,9.3560e+05,1.1223e+04,-4.7656e-01,8.5925e-01,-5.1291e-01,2.8923e+00,3.2838e+00
2.0000e+03,1.8300e+02,1.0000e+00,3.2562e+01,-9.5170e+05,-9.5171e+05,-6.0899e-01,-9.5171e+05,1.5269e-01,7.0060e+00,9.3518e+05,1.1239e+04,-1.1658e+00,3.1232e-01,-5.9834e-01,2.7467e+00,4.1275e+00
2.0000e+03,1.8400e+02,1.0000e+00,3.2682e+01,-9.5000e+05,-9.5001e+05,-6.1231e-01,-9.5001e+05,1.5273e-01,7.0092e+00,9.3412e+05,1.1260e+04,-4.6683e-02,9.1008e-01,-9.4167e-01,2.7975e+00,3.3290e+00
2.0000e+03,1.8500e+02,1.0000e+00,3.2801e+01,-9.4890e+05,-9.4890e+05,-6.1564e-01,-9.4890e+05,1.5276e-01,7.0126e+00,9.3242e+05,1.1282e+04,-8.3400e-01,7.5559e-01,-2.2151e+00,2.6574e+00,3.1843e+00
2.0000e+03,1.8600e+02,1.0000e+00,3.2920e+01,-9.4230e+05,-9.4231e+05,-6.1897e-01,-9.4231e+05,1.5280e-01,7.0159e+00,9.3132e+05,1.1303e+04,3.7053e-01,8.2938e-01,-2.1233e+00,2.7620e+00,8.2281e+00
2.0000e+03,1.8700e+02,4.0000e+00,3.2865e+01,-9.4039e+05,-9.4040e+05,-6.2230e-01,-9.4040e+05,1.5284e-01,7.0193e+00,9.2472e+05,1.1387e+04,-3.9643e-01,1.8328e-01,-1.0191e+00,2.6929e+00,6.9669e+00
2.0000e+03,1.8800e+02,2.0000e+00,3.2925e+01,-9.3588e+05,-9.3588e+05,-6.2562e-01,-9.3588e+05,1.5287e-01,7.0225e+00,9.2281e+05,1.1430e+04,-5.9244e-01,4.5462e-01,-1.1567e+00,2.6614e+00,7.7433e+00
2.0000e+03,1.8900e+02,5.0000e+00,3.2812e+01,-9.3490e+05,-9.3491e+05,-6.2895e-01,-9.3491e+05,1.5291e-01,7.0259e+00,9.1830e+05,1.1536e+04,3.0747e-01,2.2465e-01,-2.4969e+00,2.8385e+00,5.3336e+00
2.0000e+03,1.9000e+02,1.0000e+00,3.2929e+01,-9.3484e+05,-9.3485e+05,-6.3228e-01,-9.3485e+05,1.5294e-01,7.0292e+00,9.1732e+05,1.1557e+04,1.1824e-01,9.6909e-01,-2.3152e+00,2.7503e+00,4.2434e+00
2.0000e+03,1.9100e+02,2.0000e+00,3.2988e+01,-9.3413e+05,-9.3414e+05,-6.3561e-01,-9.3414e+05,1.5298e-01,7.0326e+00,9.1726e+05,1.1599e+04,-4.1446e-02,4.8247e-01,-1.0487e+00,2.7640e+00,2.0966e+00
2.0000e+03,1.9200e+02,1.0000e+00,3.3103e+01,-9.3314e+05,-9.3315e+05,-6.3894e-01,-9.3315e+05,1.5302e-01,7.0359e+00,9.1655e+05,1.1616e+04,-9.5707e-01,1.3099e-01,-1.2458e+00,2.5606e+00,1.3356e+00
2.0000e+03,1.9300e+02,2.0000e+00,3.3162e+01,-9.3228e+05,-9.3229e+05,-6.4226e-01,-9.3229e+05,1.5305e-01,7.0392e+00,9.1556e+05,1.1658e+04,-9.6639e-01,9.5511e-01,-1.6643e+00,2.6347e+00,5.8864e+00
2.0000e+03,1.9400e+02,1.0000e+00,3.3276e+01,-9.3217e+05,-9.3217e+05,-6.4559e-01,-9.3217e+05,1.5309e-01,7.0425e+00,9.1470e+05,1.1674e+04,-1.4279e+00,1.5510e-01,-2.4537e+00,2.5222e+00,3.1327e+00
2.0000e+03,1.9500e+02,1.0000e+00,3.3390e+01,-9.2833e+05,-9.2834e+05,-6.4892e-01,-9.2834e+05,1.5312e-01,7.0459e+00,9.1459e+05,1.1695e+04,-4.8006e-01,7.9139e-01,-1.9001e+00,2.6406e+00,2.9572e+00
2.0000e+03,1.9600e+02,4.0000e+00,3.3333e+01,-9.1937e+05,-9.1937e+05,-6.5225e-01,-9.1937e+05,1.5316e-01,7.0492e+00,9.1075e+05,1.1771e+04,-6.2290e-01,8.1734e-01,-1.1487e+00,2.6351e+00,5.5138e+00
2.0000e+03,1.9700e+02,3.0000e+00,3.3333e+01,-9.1567e+05,-9.1568e+05,-6.5557e-01,-9.1568e+05,1.5320e-01,7.0525e+00,9.0179e+05,1.1829e+04,-1.0524e+00,2.9038e-01,-2.1922e+00,2.4877e+00,3.0904e+00
2.0000e+03,1.9800e+02,2.0000e+00,3.3390e+01,-9.1078e+05,-9.1078e+05,-6.5890e-01,-9.1078e+05,1.5323e-01,7.0558e+00,8.9809e+05,1.1867e+04,-4.2236e-01,5.5687e-01,-1.2138e+00,2.6341e+00,3.5460e+00
2.0000e+03,1.9900e+02,4.0000e+00,3.3333e+01,-9.0968e+05,-9.0969e+05,-6.6223e-01,-9.0969e+05,1.5327e-01,7.0592e+00,8.9320e+05,1.1951e+04,1.9796e-01,7.6975e-01,-1.8355e+00,2.7020e+00,6.5972e+00
2.0000e+03,2.0000e+02,4.0000e+00,3.3278e+01,-9.0839e+05,-9.0839e+05,-6.6556e-01,-9.0839e+05,1.5331e-01,7.0625e+00,8.9211e+05,1.2027e+04,-1.6595e-01,6.1731e-01,-2.3960e+00,2.6285e+00,2.6636e+00
2.0000e+03,2.0100e+02,1.0000e+00,3.3389e+01,-9.0752e+05,-9.0752e+05,-6.6889e-01,-9.0752e+05,1.5334e-01,7.0658e+00,8.9081e+05,1.2048e+04,5.7985e-02,6.7547e-01,-1.3961e+00,2.6999e+00,7.0866e+00
2.0000e+03,2.0200e+02,4.0000e+00,3.3333e+01,-9.0575e+05,-9.0576e+05,-6.7221e-01,-9.0576e+05,1.5338e-01,7.0691e+00,8.8994e+05,1.2128e+04,-1.1549e+00,8.3449e-01,-1.4221e+00,2.5399e+00,5.6979e+00
2.0000e+03,2.0300e+02,2.0000e+00,3.3388e+01,-9.0087e+05,-9.0087e+05,-6.7554e-01,-9.0087e+05,1.5341e-01,7.0725e+00,8.8817e+05,1.2165e+04,-1.4265e+00,9.4163e-01,-5.1572e-01,2.6504e+00,7.5354e+00
2.0000e+03,2.0400e+02,2.0000e+00,3.3443e+01,-9.0013e+05,-9.0014e+05,-6.7887e-01,-9.0014e+05,1.5345e-01,7.0758e+00,8.8329e+05,1.2208e+04,-5.6944e-01,6.4345e-01,-2.1364e+00,2.5571e+00,6.6812e+00
2.0000e+03,2.0500e+02,1.0000e+00,3.3552e+01,-8.9987e+05,-8.9987e+05,-6.8220e-01,-8.9987e+05,1.5349e-01,7.0792e+00,8.8255e+05,1.2229e+04,6.1261e-02,8.3934e-01,-5.9318e-01,2.8299e+00,3.3207e+00
2.0000e+03,2.0600e+02,1.0000e+00,3.3660e+01,-8.9903e+05,-8.9904e+05,-6.8552e-01,-8.9904e+05,1.5352e-01,7.0824e+00,8.8229e+05,1.2250e+04,-2.2316e-02,3.6686e-01,-1.7954e+00,2.6592e+00,2.9013e+00
2.0000e+03,2.0700e+02,1.0000e+00,3.3768e+01,-8.9767e+05,-8.9768e+05,-6.8885e-01,-8.9768e+05,1.5356e-01,7.0858e+00,8.8145e+05,1.2271e+04,-2.9478e-01,4.5037e-01,-1.6754e+00,2.5986e+00,8.0074e+00
